Plano manut.,CenTrab respon.,Texto item man.,Loc.instalação,Data planejada,Dta.iníc.progr.,Data encermto.,Última ordem,Ordem,Tipo de ordem
TPMNDTCH004A,TCNPMPM,Teste operativo (PMN) CH-6K6,MT-S-41201-DL06-CH-6K6,22/8/2025,22/8/2025,,2200252703,2200252703,TDET
TRBSDTDJ060A,TCNRBPM,Teste operativo (RBS) DJ-20K4,MT-S-41203-FT05-DJ-20K4,22/8/2025,22/8/2025,,2200234654,,TDET
TUTMDTGM001A,TNTTMPM,Teste operativo (UTM) GM-1,MT-S-41211-INCA-GM-1,22/8/2025,22/8/2025,,2200265132,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,22/8/2025,22/8/2025,,2200266135,,TDET
TCNLDTCH033A,TSECNPM,Teste operativo (CNL) CH-1KT2,MT-S-42605-DT02-CH-1KT2,23/8/2025,25/8/2025,,2200252771,2200252771,TDET
TCNLDTCH001A,TSECNPM,Teste operativo (CNL) CH-1J3,MT-S-42605-DL01-CH-1J3,23/8/2025,25/8/2025,,2200252769,2200252769,TDET
TCNLDTCH002A,TSECNPM,Teste operativo (CNL) CH-1J5_5T,MT-S-42605-DL01-CH-1J5_5T,23/8/2025,25/8/2025,,2200252770,2200252770,TDET
TPMNDTCH007A,TCNPMPM,Teste operativo (PMN) CH-8K5_5T,MT-S-41201-DL08-CH-8K5_5T,23/8/2025,25/8/2025,,2200252815,2200252815,TDET
TPMNDTCH008A,TCNPMPM,Teste operativo (PMN) CH-8K6,MT-S-41201-DL08-CH-8K6,23/8/2025,25/8/2025,,2200252816,2200252816,TDET
TCNLDTCH057A,TSECNPM,Teste operativo (CNL) CH-31F8_VM,MT-S-42605-FC01-CH-31F8_VM,23/8/2025,25/8/2025,,2200252772,2200252772,TDET
TCNLDTCH058A,TSECNPM,Teste operativo (CNL) CH-31F8_AZ,MT-S-42605-FC01-CH-31F8_AZ,23/8/2025,25/8/2025,,2200252773,2200252773,TDET
TCNLDTCH059A,TSECNPM,Teste operativo (CNL) CH-31F8_BR,MT-S-42605-FC01-CH-31F8_BR,23/8/2025,25/8/2025,,2200252774,2200252774,TDET
TCNLDTCH060A,TSECNPM,Teste operativo (CNL) CH-32F8_VM,MT-S-42605-FC01-CH-32F8_VM,23/8/2025,25/8/2025,,2200252775,2200252775,TDET
TCNLDTCH061A,TSECNPM,Teste operativo (CNL) CH-32F8_AZ,MT-S-42605-FC01-CH-32F8_AZ,23/8/2025,25/8/2025,,2200252776,2200252776,TDET
TCNLDTCH062A,TSECNPM,Teste operativo (CNL) CH-32F8_BR,MT-S-42605-FC01-CH-32F8_BR,23/8/2025,25/8/2025,,2200252777,2200252777,TDET
TCNLDTCH063A,TSECNPM,Teste operativo (CNL) CH-33F8_VM,MT-S-42605-FC01-CH-33F8_VM,23/8/2025,25/8/2025,,2200252778,2200252778,TDET
TCNLDTCH064A,TSECNPM,Teste operativo (CNL) CH-33F8_AZ,MT-S-42605-FC01-CH-33F8_AZ,23/8/2025,25/8/2025,,2200252779,2200252779,TDET
TCNLDTCH065A,TSECNPM,Teste operativo (CNL) CH-33F8_BR,MT-S-42605-FC01-CH-33F8_BR,23/8/2025,25/8/2025,,2200252780,2200252780,TDET
TCNLDTCH068A,TSECNPM,Teste operativo (CNL) CH-41F8_BR,MT-S-42605-FC04-CH-41F8_BR,23/8/2025,25/8/2025,,2200252781,2200252781,TDET
TCNLDTCH069A,TSECNPM,Teste operativo (CNL) CH-42F8_VM,MT-S-42605-FC04-CH-42F8_VM,23/8/2025,25/8/2025,,2200252782,2200252782,TDET
TCNLDTCH070A,TSECNPM,Teste operativo (CNL) CH-42F8_AZ,MT-S-42605-FC04-CH-42F8_AZ,23/8/2025,25/8/2025,,2200252783,2200252783,TDET
TCNLDTCH071A,TSECNPM,Teste operativo (CNL) CH-42F8_BR,MT-S-42605-FC04-CH-42F8_BR,23/8/2025,25/8/2025,,2200252784,2200252784,TDET
TCNLDTCH072A,TSECNPM,Teste operativo (CNL) CH-43F8_VM,MT-S-42605-FC04-CH-43F8_VM,23/8/2025,25/8/2025,,2200252785,2200252785,TDET
TCNLDTCH073A,TSECNPM,Teste operativo (CNL) CH-43F8_AZ,MT-S-42605-FC04-CH-43F8_AZ,23/8/2025,25/8/2025,,2200252786,2200252786,TDET
TCNLDTCH074A,TSECNPM,Teste operativo (CNL) CH-43F8_BR,MT-S-42605-FC04-CH-43F8_BR,23/8/2025,25/8/2025,,2200252787,2200252787,TDET
TCNLDTCH076A,TSECNPM,Teste operativo (CNL) CH-30F8,MT-S-42605-FT03-CH-30F8,23/8/2025,25/8/2025,,2200252789,2200252789,TDET
TCNLDTCH075A,TSECNPM,Teste operativo (CNL) CH-60F8,MT-S-42605-FC07-CH-60F8,23/8/2025,25/8/2025,,2200252788,2200252788,TDET
TUEMDTDJ008A,TTAEMPM,Teste operativo (UEM) DJ-14K4,MT-S-41103-DL14-DJ-14K4,23/8/2025,23/8/2025,,3200020658,,TPSV
TIBADTCH011A,TLEIBPM,Teste operativo (IBA) CH-7J3,MT-S-42503-DT03-CH-7J3,24/8/2025,25/8/2025,,2200252880,2200252880,TDET
TIBADTCH012A,TLEIBPM,Teste operativo (IBA) CH-7J6,MT-S-42503-DT03-CH-7J6,24/8/2025,25/8/2025,,2200252881,2200252881,TDET
TCNLDTCH010A,TSECNPM,Teste operativo (CNL) CH-5K3,MT-S-42605-DL05-CH-5K3,24/8/2025,25/8/2025,,2200252878,2200252878,TDET
TCNLDTCH077A,TSECNPM,Teste operativo (CNL) CH-40F8,MT-S-42605-FT03-CH-40F8,24/8/2025,25/8/2025,,2200252879,2200252879,TDET
TUEMDTDJ019A,TTAEMPM,Teste operativo (UEM) DJ-11U4,MT-S-41103-FM11-DJ-11U4,24/8/2025,24/8/2025,,2200241253,,TDET
TTQLDTDJ029A,TCNTQPM,Teste operativo (TQL) DJ-1P4,MT-S-41202-FT04-DJ-1P4,24/8/2025,24/8/2025,,2200241138,,TDET
TTQLDTDJ030A,TCNTQPM,Teste operativo (TQL) DJ-3K4,MT-S-41202-FT04-DJ-3K4,24/8/2025,24/8/2025,,2200237711,,TDET
TVZPDTDJ000A,TNTVPPM,Teste operativo (VZP) DJ-15K4,MT-S-72110-FT05-DJ-15K4,24/8/2025,24/8/2025,,,,TDET
TSGTDTDJ002A,TTASGPM,Teste operativo (SGT) DJ-2K4,MT-S-41105-DL02-DJ-2K4,25/8/2025,25/8/2025,,3200019747,,TPSV
TBDPDTGM001A,TTABDPM,Teste operativo (BDP) GM-2,MT-S-70113-FE01-GM-2,25/8/2025,25/8/2025,,2200265513,,TDET
TBDPDTGM002A,TTABDPM,Teste operativo (BDP) GM-1,MT-S-70113-INCA-GM-1,25/8/2025,25/8/2025,,2200265514,,TDET
TUTMDTDJ000A,TNTTMPM,Teste operativo (UTM) DJ-6K4,MT-S-41211-DM06-DJ-6K4,26/8/2025,26/8/2025,,,,TDET
TVZPDTGM001A,TNTVPPM,Teste operativo (VZP) GM-1,MT-S-72110-INCA-GM-1,26/8/2025,26/8/2025,,2200265757,,TDET
TCNLDTDJ010A,TSECNPM,Teste operativo (CNL) DJ-1K4,MT-S-42605-DT01-DJ-1K4,27/8/2025,27/8/2025,,2200240445,,TDET
TCNLDTDJ006A,TSECNPM,Teste operativo (CNL) DJ-8K4,MT-S-42605-DL08-DJ-8K4,27/8/2025,27/8/2025,,2200240572,,TDET
TVPNDTGM001A,TCNVEPM,Teste operativo (VPN) GM-1,MT-S-41104-INCA-GM-1,27/8/2025,27/8/2025,,3200021763,,TPSV
TSLQDTGM001A,TCNSLPM,Teste operativo (SLQ) GM-1,MT-S-70214-INCA-GM-1,27/8/2025,27/8/2025,,2200265931,,TDET
TCNLDTRL001A,TSECNPM,Teste operativo (CNL) RL-7F4,MT-S-42605-DD07-RL-7F4,27/8/2025,27/8/2025,,2200239764,,TDET
TIIGDTCH141A,TLEIPPM,Teste operativo (IIG) CH-2M2,MT-S-41401-FL02-CH-2M2,28/8/2025,28/8/2025,,2200253072,2200253072,TDET
TIIGDTCH142A,TLEIPPM,Teste operativo (IIG) CH-2M6_6T,MT-S-41401-FL02-CH-2M6_6T,28/8/2025,28/8/2025,,2200253073,2200253073,TDET
TCNLDTDJ008A,TSECNPM,Teste operativo (CNL) DJ-12K4,MT-S-42605-DL12-DJ-12K4,28/8/2025,28/8/2025,,2200241851,,TDET
TORPDTDJ004A,TSEOPPM,Teste operativo (ORP) DJ-10K4,MT-S-42507-DL10-DJ-10K4,28/8/2025,28/8/2025,,2200240872,,TDET
TORPDTDJ006A,TSEOPPM,Teste operativo (ORP) DJ-12K4,MT-S-42507-DL12-DJ-12K4,28/8/2025,28/8/2025,,2200240780,,TDET
TORPDTDJ008A,TSEOPPM,Teste operativo (ORP) DJ-8K4,MT-S-42507-DM08-DJ-8K4,28/8/2025,28/8/2025,,2200240875,,TDET
TORPDTDJ015A,TSEOPPM,Teste operativo (ORP) DJ-3P4,MT-S-42507-FL02-DJ-3P4,28/8/2025,28/8/2025,,2200240782,,TDET
TORPDTDJ009A,TSEOPPM,Teste operativo (ORP) DJ-5F4,MT-S-42507-FE01-DJ-5F4,28/8/2025,28/8/2025,,2200240781,,TDET
TSNDDTDJ010A,TSEJFPM,Teste operativo (SND) DJ-3P4,MT-S-70096-FL03-DJ-3P4,28/8/2025,28/8/2025,,2200238572,,TDET
TJMQDTGM000A,TLEIBPM,Teste operativo (JMQ) GM-1,MT-S-70148-INCA-GM-1,28/8/2025,28/8/2025,,2200265825,,TDET
TCNLDTRL008A,TSECNPM,Teste operativo (CNL) RL-21F4,MT-S-42605-DD21-RL-21F4,28/8/2025,28/8/2025,,2200239768,,TDET
TORPDTCH057A,TSEOPPM,Teste operativo (ORP) CH-5U3,MT-S-42507-FT03-CH-5U3,29/8/2025,29/8/2025,,2200253123,2200253123,TDET
TITDDTCH012A,TSEOPPM,Teste operativo (ITD) CH-9317_7T,MT-S-70179-FL09-CH-9317_7T,29/8/2025,29/8/2025,,2200253118,2200253118,TDET
TJFADTDJ015A,TSEJFPM,Teste operativo (JFA) DJ-7K4,MT-S-71113-DL07-DJ-7K4,29/8/2025,29/8/2025,,2200235589,,TDET
TJFADTDJ031A,TSEJFPM,Teste operativo (JFA) DJ-10K4,MT-S-71113-FT06-DJ-10K4,29/8/2025,29/8/2025,,2200211835,,TDET
TORPDTDJ013A,TSEOPPM,Teste operativo (ORP) DJ-1P4,MT-S-42507-FL01-DJ-1P4,29/8/2025,29/8/2025,,2200242566,,TDET
TNLSDTDJ002A,TSEOPPM,Teste operativo (NLS) DJ-9P4,MT-S-70178-FL09-DJ-9P4,29/8/2025,29/8/2025,,2200242268,,TDET
TMCLDTGM000A,TNTMCPM,Teste operativo (MCL) GM-1,MT-S-41209-INCA-GM-1,29/8/2025,29/8/2025,,2200265836,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,29/8/2025,29/8/2025,,2200266135,,TDET
TMQTDTGM001A,TLEMQPM,Teste operativo (MQT) GM-1,MT-S-41102-INCA-GM-1,29/8/2025,29/8/2025,,2200265838,,TDET
TPMNDTDJ007A,TCNPMPM,Teste operativo (PMN) DJ-5P4,MT-S-41201-FL05-DJ-5P4,30/8/2025,30/8/2025,,2200251919,,TDET
TRBSDTDJ013A,TCNRBPM,Teste operativo (RBS) DJ-17K4,MT-S-41203-DL17-DJ-17K4,30/8/2025,30/8/2025,,2200242509,,TDET
TTQLDTDJ040A,TCNTQPM,Teste operativo (TQL) DJ-1K4,MT-S-41202-DM01-DJ-1K4,30/8/2025,30/8/2025,,2200241082,,TDET
TSGPDTCH047A,TCNSGPM,Teste operativo (SGP) CH-8U3,MT-S-41107-FL08-CH-8U3,31/8/2025,1/9/2025,,2200253289,2200253289,TDET
TSGPDTCH046A,TCNSGPM,Teste operativo (SGP) CH-8U8_8T,MT-S-41107-FL08-CH-8U8_8T,31/8/2025,1/9/2025,,2200253288,2200253288,TDET
TSGPDTCH048A,TCNSGPM,Teste operativo (SGP) CH-8U5,MT-S-41107-FL08-CH-8U5,31/8/2025,1/9/2025,,2200253290,2200253290,TDET
TUTMDTDJ005A,TNTTMPM,Teste operativo (UTM) DJ-9K4,MT-S-41211-DL09-DJ-9K4,31/8/2025,31/8/2025,,2200237571,,TDET
TUNPDTDJ002A,TTANPPM,Teste operativo (UNP) DJ-9U4,MT-S-40327-FL09-DJ-9U4,31/8/2025,31/8/2025,,2200244031,,TDET
TIIGDTDJ000A,TLEIPPM,Teste operativo (IIG) DJ-3K4,MT-S-41401-DM03-DJ-3K4,31/8/2025,31/8/2025,,2200238908,,TDET
TSGPDTDJ024A,TCNSGPM,Teste operativo (SGP) DJ-7U4,MT-S-41107-FM07-DJ-7U4,31/8/2025,31/8/2025,,2200239088,,TDET
TIIGDTDJ020A,TLEIPPM,Teste operativo (IIG) DJ-60F4,MT-S-41401-INCA-DJ-60F4,31/8/2025,31/8/2025,,2200238909,,TDET
TUJGDTDJ017A,TTAJGPM,Teste operativo (UJG) DJ-11U4,MT-S-41101-FL11-DJ-11U4,31/8/2025,31/8/2025,,2200249401,,TDET
TUJGDTDJ039A,TTAJGPM,Teste operativo (UJG) DJ-12U4,MT-S-41101-FL11-DJ-12U4,31/8/2025,31/8/2025,,2200249120,,TDET
TIJADTDJ010A,TSEIJPM,Teste operativo (IJA) DJ-8U4,MT-S-40313-FM08-DJ-8U4,31/8/2025,31/8/2025,,2200238948,,TDET
TUEMDTGM001A,TTAEMPM,Teste operativo (UEM) GM-1,MT-S-41103-INCA-GM-1,31/8/2025,31/8/2025,,2200264858,,TDET
TUJGDTGM001A,TTAJGPM,Teste operativo (UJG) GM-1,MT-S-41101-INCA-GM-1,31/8/2025,31/8/2025,,2200264941,,TDET
TUSSDTGM000A,TTASSPM,Teste operativo (USS) GM-1,MT-S-41150-INCA-GM-1,1/9/2025,1/9/2025,,2200265955,,TDET
TJFADTGM000A,TSEJFPM,Teste operativo (JFA) INFR-GM-1,MT-S-71113-INFR-GM-1,1/9/2025,1/9/2025,,2200265950,,TDET
TCNLDTDJ003A,TSECNPM,Teste operativo (CNL) DJ-4K4,MT-S-42605-DL04-DJ-4K4,2/9/2025,2/9/2025,,2200239052,,TDET
TCNLDTDJ017A,TSECNPM,Teste operativo (CNL) DJ-3P4,MT-S-42605-FL03-DJ-3P4,2/9/2025,2/9/2025,,2200238848,,TDET
TJCBDTDJ004A,TSECNPM,Teste operativo (JCB) DJ-5P4,MT-S-70157-FM05-DJ-5P4,2/9/2025,2/9/2025,,2200240291,,TDET
TJCBDTDJ001A,TSECNPM,Teste operativo (JCB) DJ-6P4,MT-S-70157-FL06-DJ-6P4,2/9/2025,2/9/2025,,2200240290,,TDET
TBCADTGM000A,TSEBAPM,Teste operativo (BCA) GM-01,MT-S-41205-INCA-GM-01,2/9/2025,2/9/2025,,2200265959,,TDET
TIIGDTDJ021A,TLEIPPM,Teste operativo (IIG) DJ-8M4,MT-S-41401-FT04-DJ-8M4,3/9/2025,3/9/2025,,,,TDET
TIUGDTGM000A,TSEBAPM,Teste operativo (IUG) GM-01,MT-S-41207-INCA-GM-01,3/9/2025,3/9/2025,,2200266123,,TDET
TSLQDTGM001A,TCNSLPM,Teste operativo (SLQ) GM-1,MT-S-70214-INCA-GM-1,3/9/2025,3/9/2025,,2200265931,,TDET
TMCLDTCH035A,TNTMCPM,Teste operativo (MCL) CH-4KT1,MT-S-41209-DT01-CH-4KT1,4/9/2025,4/9/2025,,2200253610,2200253610,TDET
TIUGDTDJ005A,TSEBAPM,Teste operativo (IUG) DJ-2K4,MT-S-41207-DD02-DJ-2K4,4/9/2025,4/9/2025,,2200239776,,TDET
TIUGDTDJ004A,TSEBAPM,Teste operativo (IUG) DJ-7K4,MT-S-41207-DL07-DJ-7K4,4/9/2025,4/9/2025,,2200239775,,TDET
TBCADTDJ012A,TSEBAPM,Teste operativo (BCA) DJ-2P4,MT-S-41205-FT01-DJ-2P4,4/9/2025,4/9/2025,,2200238907,,TDET
TBCADTDJ009A,TSEBAPM,Teste operativo (BCA) DJ-8K4,MT-S-41205-DM08-DJ-8K4,4/9/2025,4/9/2025,,2200238906,,TDET
TUNPDTGM001A,TTANPPM,Teste operativo (UNP) GM-1,MT-S-40327-INCA-GM-1,4/9/2025,4/9/2025,,2200266217,,TDET
TBC3DTGM001A,TLEIBPM,Teste operativo (BC3) GM-1,MT-S-44302-INCA-GM-1,4/9/2025,4/9/2025,,2200265880,,TDET
TRBSDTDJ023A,TCNRBPM,Teste operativo (RBS) DJ-14U4,MT-S-41203-FL14-DJ-14U4,5/9/2025,5/9/2025,,2200244247,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,5/9/2025,5/9/2025,,2200266135,,TDET
TZPRDTGM001A,TNTVPPM,Teste operativo (ZPR) GM-1,MT-S-41213-INCA-GM-1,5/9/2025,5/9/2025,,2200264624,,TDET
TVZPDTDJ004A,TNTVPPM,Teste Operativo (VZP) DJ-12K4,MT-S-72110-DL12-DJ-12K4,6/9/2025,6/9/2025,,2200240908,,TDET
TTQLDTGM001A,TCNTQPM,Teste operativo (TQL) GM-1,MT-S-41202-INCA-GM-1,6/9/2025,6/9/2025,,2200265073,,TDET
TCNLDTRL007A,TSECNPM,Teste operativo (CNL) RL-20F4,MT-S-42605-DD20-RL-20F4,6/9/2025,6/9/2025,,2200240008,,TDET
TVPNDTCH021A,TCNVEPM,Teste operativo (VPN) CH-12K2,MT-S-41104-DM12-CH-12K2,7/9/2025,8/9/2025,,3200020942,3200020942,TPSV
TVPNDTCH022A,TCNVEPM,Teste operativo (VPN) CH-12K5,MT-S-41104-DM12-CH-12K5,7/9/2025,8/9/2025,,3200020943,3200020943,TPSV
TVPNDTCH009A,TCNVEPM,Teste operativo (VPN) CH-13K1,MT-S-41104-DL13-CH-13K1,7/9/2025,8/9/2025,,3200020936,3200020936,TPSV
TVPNDTCH010A,TCNVEPM,Teste operativo (VPN) CH-13K2,MT-S-41104-DL13-CH-13K2,7/9/2025,8/9/2025,,3200020937,3200020937,TPSV
TVPNDTCH011A,TCNVEPM,Teste operativo (VPN) CH-13K5_5T,MT-S-41104-DL13-CH-13K5_5T,7/9/2025,8/9/2025,,3200020938,3200020938,TPSV
TVPNDTCH013A,TCNVEPM,Teste operativo (VPN) CH-14K1,MT-S-41104-DL14-CH-14K1,7/9/2025,8/9/2025,,3200020939,3200020939,TPSV
TVPNDTCH014A,TCNVEPM,Teste operativo (VPN) CH-14K2,MT-S-41104-DL14-CH-14K2,7/9/2025,8/9/2025,,3200020940,3200020940,TPSV
TVPNDTCH015A,TCNVEPM,Teste operativo (VPN) CH-14K5_5T,MT-S-41104-DL14-CH-14K5_5T,7/9/2025,8/9/2025,,3200020941,3200020941,TPSV
TBC3DTCH014A,TLEIBPM,Teste operativo (BC3) CH-6M6,MT-S-44302-DL06-CH-6M6,7/9/2025,8/9/2025,,2200253646,2200253646,TDET
TSGTDTDJ010A,TTASGPM,Teste operativo (SGT) DJ-1P4,MT-S-41105-FM01-DJ-1P4,7/9/2025,7/9/2025,,2200234656,,TDET
TRBSDTDJ028A,TCNRBPM,Teste operativo (RBS) DJ-7U4,MT-S-41203-FM07-DJ-7U4,7/9/2025,7/9/2025,,2200244397,,TDET
TSGTDTDJ014A,TTASGPM,Teste operativo (SGT) DJ-15US4,MT-S-41105-FR15-DJ-15US4,7/9/2025,7/9/2025,,2200249407,,TDET
TIJADTDJ013A,TSEIJPM,Teste operativo (IJA) DJ-4K4,MT-S-40313-FT02-DJ-4K4,7/9/2025,7/9/2025,,2200239326,,TDET
TRBSDTDJ006A,TCNRBPM,Teste operativo (RBS) DJ-5K4,MT-S-41203-DL05-DJ-5K4,7/9/2025,7/9/2025,,2200240520,,TDET
TSGTDTGM001A,TTASGPM,Teste operativo (SGT) GM-1,MT-S-41105-INCA-GM-1,7/9/2025,7/9/2025,,2200264789,,TDET
TVPNDTCH017A,TCNVEPM,Teste operativo (VPN) CH-15K1,MT-S-41104-DL15-CH-15K1,8/9/2025,8/9/2025,,3200020945,3200020945,TPSV
TVPNDTCH018A,TCNVEPM,Teste operativo (VPN) CH-15K2,MT-S-41104-DL15-CH-15K2,8/9/2025,8/9/2025,,3200020946,3200020946,TPSV
TVPNDTCH019A,TCNVEPM,Teste operativo (VPN) CH-15K5_5T,MT-S-41104-DL15-CH-15K5_5T,8/9/2025,8/9/2025,,3200020947,3200020947,TPSV
TMQTDTDJ009A,TLEMQPM,Teste operativo (MQT) DJ-21M4,MT-S-41102-FL21-DJ-21M4,8/9/2025,8/9/2025,,2200248196,,TDET
TUNPDTDJ006A,TTANPPM,Teste operativo (UNP) DJ-8U4,MT-S-40327-FM08-DJ-8U4,8/9/2025,8/9/2025,,2200239493,,TDET
TUNPDTDJ001A,TTANPPM,Teste operativo (UNP) DJ-7U4,MT-S-40327-DG01-DJ-7U4,8/9/2025,8/9/2025,,2200239491,,TDET
TPMNDTDJ019A,TCNPMPM,Teste operativo (PMN) DJ-40F4,MT-S-41201-FT03-DJ-41F4,8/9/2025,8/9/2025,,2200239399,,TDET
TCNLDTDJ005A,TSECNPM,Teste operativo (CNL) DJ-7K4,MT-S-42605-DL07-DJ-7K4,8/9/2025,8/9/2025,,2200239818,,TDET
TSGPDTGM001A,TCNSGPM,Teste operativo (SGP) GM-1,MT-S-41107-INCA-GM-1,8/9/2025,8/9/2025,,2200264459,,TDET
TORPDTGM001A,TSEOPPM,Teste operativo (ORP) GM-1,MT-S-42507-INCA-GM-1,8/9/2025,8/9/2025,,2200264224,,TDET
TJCBDTGM001A,TSECNPM,Teste operativo (JCB) GM-1,MT-S-70157-INCA-GM-1,8/9/2025,8/9/2025,,2200265739,,TDET
TITDDTGM001A,TSEOPPM,Teste operativo (ITD) GM-1,MT-S-70179-INCA-GM-1,8/9/2025,8/9/2025,,2200264193,,TDET
TNLSDTGM001A,TSEOPPM,Teste operativo (NLS) GM-1,MT-S-70178-INCA-GM-1,8/9/2025,8/9/2025,,2200264200,,TDET
TCNLDTRL002A,TSECNPM,Teste operativo (CNL) RL-8F4,MT-S-42605-DD08-RL-8F4,8/9/2025,8/9/2025,,2200239765,,TDET
TCNLDTRL003A,TSECNPM,Teste operativo (CNL) RL-9F4,MT-S-42605-DD09-RL-9F4,8/9/2025,8/9/2025,,2200239766,,TDET
TCNLDTRL004A,TSECNPM,Teste operativo (CNL) RL-10F4,MT-S-42605-DD10-RL-10F4,8/9/2025,8/9/2025,,2200239767,,TDET
TRBSDTCH203A,TCNRBPM,Teste operativo (RBS) CH-11K3,MT-S-41203-DL11-CH-11K3,9/9/2025,9/9/2025,,2200253940,2200253940,TDET
TRBSDTCH021A,TCNRBPM,Teste operativo (RBS) CH-11K2,MT-S-41203-DL11-CH-11K2,9/9/2025,9/9/2025,,2200253939,2200253939,TDET
TRBSDTCH204A,TCNRBPM,Teste operativo (RBS) CH-11K6,MT-S-41203-DL11-CH-11K6,9/9/2025,9/9/2025,,2200253941,2200253941,TDET
TUEMDTCF009A,TTAEMPM,Teste operativo (UEM) CF-87F9_AZ,MT-S-41103-INCA-CF-87F9_AZ,9/9/2025,9/9/2025,,2200263436,2200263436,TDET
TUEMDTCF010A,TTAEMPM,Teste operativo (UEM) CF-87F9_BR,MT-S-41103-INCA-CF-87F9_BR,9/9/2025,9/9/2025,,2200263437,2200263437,TDET
TUEMDTCF011A,TTAEMPM,Teste operativo (UEM) CF-87F9_VM,MT-S-41103-INCA-CF-87F9_VM,9/9/2025,9/9/2025,,2200263438,2200263438,TDET
TUEMDTCF012A,TTAEMPM,Teste operativo (UEM) CF-88F9_AZ,MT-S-41103-INCA-CF-88F9_AZ,9/9/2025,9/9/2025,,2200263439,2200263439,TDET
TUEMDTCF013A,TTAEMPM,Teste operativo (UEM) CF-88F9_BR,MT-S-41103-INCA-CF-88F9_BR,9/9/2025,9/9/2025,,2200263440,2200263440,TDET
TUEMDTCF014A,TTAEMPM,Teste operativo (UEM) CF-88F9_VM,MT-S-41103-INCA-CF-88F9_VM,9/9/2025,9/9/2025,,2200263441,2200263441,TDET
TUEMDTCF015A,TTAEMPM,Teste operativo (UEM) CF-90F9_AZ,MT-S-41103-INCA-CF-90F9_AZ,9/9/2025,9/9/2025,,2200263442,2200263442,TDET
TUEMDTCF016A,TTAEMPM,Teste operativo (UEM) CF-90F9_BR,MT-S-41103-INCA-CF-90F9_BR,9/9/2025,9/9/2025,,2200263443,2200263443,TDET
TUEMDTCF017A,TTAEMPM,Teste operativo (UEM) CF-90F9_VM,MT-S-41103-INCA-CF-90F9_VM,9/9/2025,9/9/2025,,2200263444,2200263444,TDET
TUGMDTGM000A,TLEIPPM,Teste operativo (UGM) GM-1,MT-S-70277-INCA-GM-1,9/9/2025,9/9/2025,,2200264141,,TDET
TIIGDTCH144A,TLEIPPM,Teste operativo (IIG) CH-3M6_6T,MT-S-41401-FL03-CH-3M6_6T,10/9/2025,10/9/2025,,2200239559,2200239559,TDET
TUSSDTDJ008A,TTASSPM,Teste operativo (USS) DJ-2U4,MT-S-41150-FM02-DJ-2U4,10/9/2025,10/9/2025,,2200239300,,TDET
TVPNDTDJ005A,TCNVEPM,Teste operativo (VPN) DJ-15K4,MT-S-41104-DL15-DJ-15K4,10/9/2025,10/9/2025,,3200020241,,TPSV
TCNLDTGM000A,TSECNPM,Teste operativo (CNL) GM-01,MT-S-42605-INCA-GM-01,10/9/2025,10/9/2025,,2200264950,,TDET
TIBQDTGM001A,TLEIBPM,Teste operativo (IBQ) GM-1,MT-S-70177-INCA-GM-1,10/9/2025,10/9/2025,,2200265249,,TDET
TSLQDTGM001A,TCNSLPM,Teste operativo (SLQ) GM-1,MT-S-70214-INCA-GM-1,10/9/2025,10/9/2025,,2200265931,,TDET
TRBSDTCH042A,TCNRBPM,Teste operativo (RBS) CH-2K0,MT-S-41203-DMK2-CH-2K0,11/9/2025,11/9/2025,,2200254197,2200254197,TDET
TRBSDTCH133A,TCNRBPM,Teste operativo (RBS) CH-9K6,MT-S-41203-DL09-CH-9K6,11/9/2025,11/9/2025,,2200254198,2200254198,TDET
TRBSDTCH134A,TCNRBPM,Teste operativo (RBS) CH-9K2,MT-S-41203-DL09-CH-9K2,11/9/2025,11/9/2025,,2200254199,2200254199,TDET
TSGPDTCH082A,TCNSGPM,Teste operativo (SGP) CH-7U5,MT-S-41107-FM07-CH-7U5,11/9/2025,11/9/2025,,2200254216,2200254216,TDET
TSGPDTCH083A,TCNSGPM,Teste operativo (SGP) CH-7U3,MT-S-41107-FM07-CH-7U3,11/9/2025,11/9/2025,,2200254217,2200254217,TDET
TUEMDTDJ012A,TTAEMPM,Teste operativo (UEM) DJ-7U4,MT-S-41103-DG02-DJ-7U4,11/9/2025,25/2/2025,,2200265641,2200265641,TDET
TUBGDTGM001A,TLEGVPM,Teste operativo (UBG) GM-1,MT-S-72183-INCA-GM-1,11/9/2025,11/9/2025,,2200263424,,TDET
TVZQDTGM000A,TNTVPPM,Teste operativo (VZQ) GM-1,MT-S-79321-INCA-GM-1,11/9/2025,11/9/2025,,2200264745,,TDET
TJFADTCH025A,TSEJFPM,Teste operativo (JFA) CH-19K6,MT-S-71113-DL19-CH-19K6,12/9/2025,12/9/2025,,2200254260,2200254260,TDET
TJFADTCH007A,TSEJFPM,Teste operativo (JFA) CH-2K6,MT-S-71113-DL02-CH-2K6,12/9/2025,12/9/2025,,2200254259,2200254259,TDET
TJFADTCH028A,TSEJFPM,Teste operativo (JFA) CH-14K3,MT-S-71113-DM14-CH-14K3,12/9/2025,12/9/2025,,2200254261,2200254261,TDET
